election_id,party_id,party_display_name,party_source_label,votes,vote_share,seats,seat_share,seat_delta
ge-2019,lincolnshire-independents-lincolnshire-first,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents Lincolnshire First,1999,0.00006251907785767543,0,0,-0.00006251907785767543
ge-2019,green-party-northern-ireland,Green Party Northern Ireland,Green Party Northern Ireland,1996,0.00006242525232812413,0,0,-0.00006242525232812413
ge-2019,english-democrats,English Democrats,English Democrats,1987,0.00006214377573947028,0,0,-0.00006214377573947028
ge-2019,libertarian-party,Libertarian Party,Libertarian Party,1780,0.000055669814200431345,0,0,-0.000055669814200431345
ge-2019,mebyon-kernow-the-party-for-cornwall,Mebyon Kernow - The Party for Cornwall,Mebyon Kernow - The Party for Cornwall,1660,0.00005191679301837979,0,0,-0.00005191679301837979
ge-2019,proud-of-oldham-and-saddleworth,Proud of Oldham & Saddleworth,Proud of Oldham & Saddleworth,1606,0.000050227933486456596,0,0,-0.000050227933486456596
ge-2019,independent-network,Independent Network,Independent Network,1542,0.00004822632218936244,0,0,-0.00004822632218936244
ge-2019,gwlad-gwlad,Gwlad Gwlad,Gwlad Gwlad,1515,0.000047381892423400836,0,0,-0.000047381892423400836
ge-2019,the-cynon-valley-party,The Cynon Valley Party,The Cynon Valley Party,1322,0.00004134578335560126,0,0,-0.00004134578335560126
ge-2019,veterans-and-people-s-party,Veterans and People's Party,Veterans and People's Party,1219,0.000038124440174340346,0,0,-0.000038124440174340346
ge-2019,burnley-and-padiham-independent-party,Burnley and Padiham Independent Party,Burnley and Padiham Independent Party,1162,0.000036341755112865855,0,0,-0.000036341755112865855
ge-2019,shropshire-party,Shropshire Party,Shropshire Party,1141,0.000035684976406006835,0,0,-0.000035684976406006835
ge-2019,cumbria-first,Cumbria First,Cumbria First,1070,0.000033464438873293,0,0,-0.000033464438873293
ge-2019,the-peace-party-non-violence-justice-environment,"The Peace Party - Non-violence, Justice, Environment","The Peace Party - Non-violence, Justice, Environment",960,0.000030024169456412412,0,0,-0.000030024169456412412
ge-2019,wycombe-independents,Wycombe Independents,Wycombe Independents,926,0.00002896081345483114,0,0,-0.00002896081345483114
ge-2019,the-justice-and-anti-corruption-party,The Justice & Anti-Corruption Party,The Justice & Anti-Corruption Party,728,0.000022768328504446077,0,0,-0.000022768328504446077
ge-2019,christian-party-proclaiming-christ-s-lordship,"Christian Party, Proclaiming Christ's Lordship","Christian Party, Proclaiming Christ's Lordship",705,0.000022048999444552865,0,0,-0.000022048999444552865
ge-2019,renew,Renew,Renew,545,0.000017044971201817462,0,0,-0.000017044971201817462
ge-2019,workers-revolutionary-party,Workers Revolutionary Party,Workers Revolutionary Party,524,0.000016388192494958442,0,0,-0.000016388192494958442
ge-2019,british-national-party,British National Party,British National Party,510,0.000015950340023719092,0,0,-0.000015950340023719092
ge-2019,socialist-labour-party,Socialist Labour Party,Socialist Labour Party,494,0.000015449937199445553,0,0,-0.000015449937199445553
ge-2019,scottish-family-party,Scottish Family Party,Scottish Family Party,465,0.000014542957080449761,0,0,-0.000014542957080449761
ge-2019,women-s-equality-party,Women's Equality Party,Women's Equality Party,416,0.000013010473431112045,0,0,-0.000013010473431112045
ge-2019,communities-united-party,Communities United Party,Communities United Party,393,0.000012291144371218832,0,0,-0.000012291144371218832
ge-2019,psychedelic-movement,Psychedelic Movement,Psychedelic Movement,367,0.000011477989781774328,0,0,-0.000011477989781774328
ge-2019,the-universal-good-party,The Universal Good Party,The Universal Good Party,363,0.000011352889075705944,0,0,-0.000011352889075705944
ge-2019,advance-together,Advance Together,Advance Together,351,0.000010977586957500788,0,0,-0.000010977586957500788
ge-2019,young-people-s-party,Young People's Party,Young People's Party,311,0.000009726579896816938,0,0,-0.000009726579896816938
ge-2019,alliance-for-green-socialism,Alliance for Green Socialism,Alliance for Green Socialism,278,0.00000869449907175276,0,0,-0.00000869449907175276
ge-2019,motherworld-party,Motherworld Party,Motherworld Party,270,0.000008444297659615991,0,0,-0.000008444297659615991
ge-2019,the-best-for-luton-party,The Best for Luton Party,The Best for Luton Party,268,0.000008381747306581798,0,0,-0.000008381747306581798
ge-2019,the-citizens-movement-party-uk,The Citizens Movement Party UK,The Citizens Movement Party UK,257,0.000008037720364893739,0,0,-0.000008037720364893739
ge-2019,yeshua,Yeshua,Yeshua,204,0.0000063801360094876375,0,0,-0.0000063801360094876375
ge-2019,the-constitution-and-reform-party,The Constitution and Reform Party,The Constitution and Reform Party,186,0.000005817182832179905,0,0,-0.000005817182832179905
ge-2019,church-of-the-militant-elvis-party,Church of the Militant Elvis Party,Church of the Militant Elvis Party,172,0.000005379330360940557,0,0,-0.000005379330360940557
ge-2019,socialist-equality-party,Socialist Equality Party,Socialist Equality Party,172,0.000005379330360940557,0,0,-0.000005379330360940557
ge-2019,the-socialist-party-of-great-britain,The Socialist Party of Great Britain,The Socialist Party of Great Britain,157,0.000004910202713184114,0,0,-0.000004910202713184114
ge-2019,the-common-people,The Common People,The Common People,132,0.000004128323300256707,0,0,-0.000004128323300256707
ge-2019,space-navies-party,Space Navies Party,Space Navies Party,118,0.000003690470829017359,0,0,-0.000003690470829017359
ge-2019,patria,Patria,Patria,109,0.0000034089942403634925,0,0,-0.0000034089942403634925
ge-2019,communist-league-election-campaign,Communist League Election Campaign,Communist League Election Campaign,100,0.0000031275176517096263,0,0,-0.0000031275176517096263
ge-2019,rebooting-democracy,Rebooting Democracy,Rebooting Democracy,67,0.0000020954368266454495,0,0,-0.0000020954368266454495
ge-2019,touch-love-worldwide-uk,Touch Love Worldwide (UK),Touch Love Worldwide (UK),47,0.0000014699332963035243,0,0,-0.0000014699332963035243
